name,naics_description,naics_code,address,city,state,county,zip,phone,website,excess_food_low,excess_food_high,unique_id,data_source
Noodle 21 Inc,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",311824,3235 Rohrer Dr,Lafayette,CA,Contra Costa,94549,9252990568,,3.180053,10.20017,FMP14019,EPA 2023
Noodle Bar,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",311824,550 Cedar St,San Diego,CA,San Diego,92101,6192351665,www.phonoodlebarsd.com,14.9689755,48.013695000000006,FMP40954,EPA 2023
Noodle Bar Inc.,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",311824,1801 L St Ste 50,Sacramento,CA,Sacramento,95811,,,22.9621175,73.65207500000001,FMP31534,EPA 2023
Noodle Boy,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",311824,8518 Valley Blvd Ste 108,Rosemead,CA,Los Angeles,91770,,,12.34317,39.591300000000004,FMP23553,EPA 2023
Noodle City,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",311824,5869 Hollister Ave,Goleta,CA,Santa Barbara,93117,8056836818,www.gogoleta.com,15.6540005,50.210945,FMP26644,EPA 2023
"Noodle Head, Inc.","Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",311824,3905 State St Ste 7-239,Santa Barbara,CA,Santa Barbara,93105,8059623084,www.noodle-head.com,7.2531295,23.264755,FMP19051,EPA 2023
Noodle Hut,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",311824,29910 Murrieta Hot Spg,Murrieta,CA,Riverside,92563,9516981300,,6.04677,19.395300000000002,FMP17963,EPA 2023
Noodle Land,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",311824,25395 Madison Ave Ste 111,Murrieta,CA,Riverside,92562,9516911505,www.noodle-land.cafe-inspector.com,6.1656225000000004,19.776525000000003,FMP18048,EPA 2023
Noodle Monster Inc.,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",311824,13508 Oxnard St,Van Nuys,CA,Los Angeles,91401,8187697669,,4.951154,15.881060000000002,FMP16946,EPA 2023
Noodle Palace LLC,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",311824,1310 Petaluma Hill Rd,Santa Rosa,CA,Sonoma,95404,7075281548,,16.7841725,53.83602500000001,FMP27659,EPA 2023
Noodle People,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",311824,246 N Elmwood Ave,Lindsay,CA,Tulare,93247,5593037793,www.noodle-people.com,18.375736,58.94104,FMP28748,EPA 2023
Noodle Strategy,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",311824,315 Olson Way APT 203,Sunnyvale,CA,Santa Clara,94086,3233662801,,5.499227,17.63903,FMP17511,EPA 2023
Noodle Theory,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",311824,376 Park St,Moraga,CA,Contra Costa,94556,,www.noodletheory.com,19.1792425,61.518325000000004,FMP29383,EPA 2023
Noodle Time,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",311824,605 Battery St,San Francisco,CA,San Francisco,94111,4152918866,www.noodletimesf.com,17.453854,55.98406000000001,FMP28147,EPA 2023
"Noosh Brands, LLC",All Other Miscellaneous Food Manufacturing,311999,4439 Ish Dr,Simi Valley,CA,Ventura,93063,8055225744,www.nooshbrands.com,33.633641,107.88149000000001,FMP34244,EPA 2023
"Nor Cal Food Solutions, LLC","Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",311941,2043 Airpark CT,Auburn,CA,Placer,95602,5308238527,www.madwills.com,79.5,255.00000000000003,FMP36538,EPA 2023
"Norcal Bakery, Inc.",Retail Bakeries,311811,8372 Carbide CT,Sacramento,CA,Sacramento,95828,,,0.8867430000000001,2.8442700000000003,FMP3438,EPA 2023
Norcal Nut Roasters,Nonchocolate Confectionery Manufacturing,311340,3242 Candace St,Carmichael,CA,Sacramento,95608,,,3.71,11.9,FMP15165,EPA 2023
Norcal Vineyards,Wineries,312130,338 Healdsburg Ave,Healdsburg,CA,Sonoma,95448,7073915950,www.norcalvineyards.com,27.4648385,88.09476500000001,FMP32991,EPA 2023
North Channel Distillery,Breweries,312120,1439c Egbert Ave,San Francisco,CA,San Francisco,94124,4152464416,,29.844194,95.72666000000001,FMP33572,EPA 2023
"North River Vineyards, LLC",Wineries,312130,5301 Highway 128,Geyserville,CA,Sonoma,95441,,www.vinarium-usa.com,16.4788925,52.856825,FMP27398,EPA 2023
"North State Rendering, Co., Inc.",Rendering and Meat Byproduct Processing,311613,15 Shippee Rd,Oroville,CA,Butte,95965,5303436076,www.rendering.com,98.6290515,316.35733500000003,FMP36891,EPA 2023
"North's Bakery California, Inc.",Commercial Bakeries,311812,5430 Satsuma Ave,North Hollywood,CA,Los Angeles,91601,8187612892,www.northsbakery.com,164.5196585,527.704565,FMP37494,EPA 2023
Northstar Home Baking,Retail Bakeries,311811,4500 North Star St,Rocklin,CA,Placer,95677,4086560830,www.northstarhomebaking.com,7.2272655,23.181795,FMP19026,EPA 2023
Noura's Treats L.L.C.,Retail Bakeries,311811,2725 S Mildred Pl,Ontario,CA,San Bernardino,91761,,,15.9180995,51.058055,FMP26862,EPA 2023
"Nourish Baking, LLC",Commercial Bakeries,311812,1560 Masonic Ave,San Francisco,CA,San Francisco,94117,4157962943,,20.9446195,67.18085500000001,FMP30490,EPA 2023
Nouveau Bakery,Retail Bakeries,311811,2325 Pine St,San Francisco,CA,San Francisco,94115,,,3.6919005,11.841945,FMP15118,EPA 2023
Now Thats Killer Jerky,Meat Processed from Carcasses,311612,6009 Lucretia Ave,Jurupa Valley,CA,Riverside,91752,9514459555,www.nowthatskillerjerky.com,20.037286,64.27054000000001,FMP30032,EPA 2023
Nox Cookie Bar,Retail Bakeries,311811,201 S 2nd St,San Jose,CA,Santa Clara,95113,4086561287,www.noxcookiebar.com,0.8867430000000001,2.8442700000000003,FMP1561,EPA 2023
Nuadair Vineyards,Wineries,312130,13825 Willow Creek Rd,Ione,CA,Amador,95640,2092455567,www.nuadair.net,2.543046,8.15694,FMP12018,EPA 2023
"Nu-Health California, LLC",Fruit and Vegetable Canning,311421,16910 Cherie Pl,Carson,CA,Los Angeles,90746,8008060519,www.nuhealthfruit.com,21.2,68,FMP30612,EPA 2023
Nui Enterprises,Specialty Canning,311422,501 Chapala St Ste A,Santa Barbara,CA,Santa Barbara,93101,8059655153,www.enterprise.com,10.756244,34.501160000000006,FMP22241,EPA 2023
Nunny's Bakery,Retail Bakeries,311811,5335 Lescoe CT,Riverside,CA,Riverside,92506,9518975654,,2.060587,6.609430000000001,FMP9867,EPA 2023
Nunu's Desserts,Retail Bakeries,311811,4612 San Pablo Dam Rd,El Sobrante,CA,Contra Costa,94803,5105200175,,15.9827065,51.265285000000006,FMP10884,EPA 2023
Nunu's Desserts,Retail Bakeries,311811,2139 Spaulding Ave,Berkeley,CA,Alameda,94703,5105200175,www.nunusdessertswithsoul.com,2.2772775,7.304475000000001,FMP26939,EPA 2023
"Nuoc Mia Vien Dong, Inc.",Breweries,312120,13894 Brookhurst St,Garden Grove,CA,Orange,92843,7145909035,,27.9659005,89.70194500000001,FMP33171,EPA 2023
Nutegrity,All Other Miscellaneous Food Manufacturing,311999,1851 Kaiser Ave,Irvine,CA,Orange,92614,9494192465,www.bioriginal.com,24.142083,77.43687,FMP31920,EPA 2023
"Nutraceutical Brews For Life, Inc.",Breweries,312120,825 Cambridge CT,Pasadena,CA,Los Angeles,91107,3102738339,,7.95,25.500000000000004,FMP19772,EPA 2023
Nutrafoods,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",311514,1187 Coast Village Rd # 1,Santa Barbara,CA,Santa Barbara,93108,8055698700,,1.5299245000000001,4.907305,FMP6691,EPA 2023
"Nutragen Health Innovations, Inc.","Dry, Condensed, and Evaporated Dairy Product Manufacturing",311514,10366 Roselle St Ste A,San Diego,CA,San Diego,92121,8582000758,www.nutragen.com,10.1504805,32.558145,FMP21783,EPA 2023
"Nutriline Ingredients, Inc.",Rendering and Meat Byproduct Processing,311613,19885 Harrison Ave,City of Industry,CA,Los Angeles,91789,,,2.4689255,7.919195,FMP11734,EPA 2023
Nuttzo LLC,Roasted Nuts and Peanut Butter Manufacturing,311911,3525 Del Mar Heights Rd # 728,San Diego,CA,San Diego,92130,6197230052,www.nuttzo.com,46.4906195,149.120855,FMP35444,EPA 2023
NZ Winery Direct LLC,Wineries,312130,235 Montgomery St FL 30,San Francisco,CA,San Francisco,94104,8445699463,,17.331795,55.59255,FMP28049,EPA 2023
O Side Bakery,Retail Bakeries,311811,3815 Mission Ave,Oceanside,CA,San Diego,92058,7605606348,,0.8867430000000001,2.8442700000000003,FMP2404,EPA 2023
"Oak Barrel Ice & Creamery, LLC",Creamery Butter Manufacturing,311512,2481 Elizabeth Way,Turlock,CA,Stanislaus,95382,2096672885,www.oakbarrelcreamery.com,7.897318,25.331020000000002,FMP19679,EPA 2023
Oak Majestic Vineyard LLC,Wineries,312130,1351 S Rice Rd,Ojai,CA,Ventura,93023,8056465393,www.majesticoakvineyard.com,39.692919,127.31691000000001,FMP34932,EPA 2023
Oak Ridge Vineyards,Wineries,312130,6100 E Victor Rd,Lodi,CA,San Joaquin,95240,2093694758,www.lodiwine.com,18.5338085,59.44806500000001,FMP28910,EPA 2023
Oak Spanish Vineyard,Wineries,312130,8775 Grant Line Rd,Elk Grove,CA,Sacramento,95624,,,7.9901475,25.628775,FMP19809,EPA 2023
Oak Wildwood Winery Inc,Wineries,312130,34088 Lake Breeze Dr,Yucaipa,CA,San Bernardino,92399,9513141740,,2.4893305,7.984645,FMP11811,EPA 2023
Oakland Ventures Inc.,Wineries,312130,489 25th St,Oakland,CA,Alameda,94612,4155330344,www.oakland.ventures,35.10508,112.6012,FMP34442,EPA 2023
Oakland Winery LLC,Wineries,312130,8322 Pinotage CT,San Jose,CA,Santa Clara,95135,,,11.9189845,38.230705,FMP23185,EPA 2023
Oaktown Cellars LLC,Wineries,312130,26148 Parkside Dr,Hayward,CA,Alameda,94542,5102007168,,2.255733,7.2353700000000005,FMP10795,EPA 2023
"Oakville Hills Cellar, Inc.",Wineries,312130,7776 Silverado Trl,Oakville,CA,Napa,94562,7079442676,www.bcellars.com,52.8174945,169.41460500000002,FMP35743,EPA 2023
Oakville Winegrowers,Wineries,312130,1715 Spruce St,NAPA,CA,Napa,94559,7074793278,www.oakvillewinegrowers.com,7.624262,24.455180000000002,FMP19447,EPA 2023
"Oasis Date Garden, Inc.",All Other Miscellaneous Food Manufacturing,311999,59111 Grapefruit Blvd,Thermal,CA,Riverside,92274,7603995665,www.oasisdate.com,295.4026815,947.518035,FMP38034,EPA 2023
"Oasis Foods, Inc.",Fruit and Vegetable Canning,311421,10881 Toews Ave,Le Grand,CA,Merced,95333,2093820263,,297.469125,954.1462500000001,FMP38038,EPA 2023
Oasis Tropical Ice Cream,Ice Cream and Frozen Dessert Manufacturing,311520,1305 W Olive Ave,Porterville,CA,Tulare,93257,5597880646,,2.126519,6.8209100000000005,FMP10163,EPA 2023
Obloquy Inc,Wineries,312130,1750 N Ventura Ave,Ventura,CA,Ventura,93001,8056491291,,7.777909,24.94801,FMP19594,EPA 2023
Obsidian Ridge Wine Company,Wineries,312130,21684 8th St E,Sonoma,CA,Sonoma,95476,7079397625,www.obsidianridge.com,49.436704,158.57056,FMP35594,EPA 2023
Oc Baking Company,Retail Bakeries,311811,1960 N Glassell St,Orange,CA,Orange,92865,7149982253,www.ocbakingco.com,279.1313635,895.3270150000001,FMP37988,EPA 2023
"Oc Salsa Rica, LLC",Spice and Extract Manufacturing,311942,4543 E Holtwood Ave,Anaheim,CA,Orange,92807,9492833538,,9.656838500000001,30.974765,FMP21333,EPA 2023
Oc Snacks Sweets and Treats,Retail Bakeries,311811,3148 E La Palma Ave,Anaheim,CA,Orange,92806,,,3.18,10.200000000000001,FMP13980,EPA 2023
Ocean Rainbow,Ice Cream and Frozen Dessert Manufacturing,311520,3784 Mission Ave,Oceanside,CA,San Diego,92058,7604350750,,9.156386,29.36954,FMP20874,EPA 2023
Odette Estate Winery,Wineries,312130,5998 Silverado Trl,NAPA,CA,Napa,94558,7072247533,www.odetteestate.com,46.215311,148.23779000000002,FMP35415,EPA 2023
Odonata Wines,Wineries,312130,334 Ingalls St Ste A,Santa Cruz,CA,Santa Cruz,95060,8315665147,www.odonatawines.com,2.3183525,7.436225,FMP11048,EPA 2023
"Odwalla, Inc.",Fruit and Vegetable Canning,311421,700 Isis Ave,Inglewood,CA,Los Angeles,90301,3103423920,www.odwalla.com,,,FMP39811,EPA 2023
"Oenovation, LLC",Wineries,312130,899 Adams St Ste A,Saint Helena,CA,Napa,94574,,,3.0000385,9.622765000000001,FMP13509,EPA 2023
"Off Your Rocker Brewing Company, Inc.",Breweries,312120,31110 Bonsai Cir,Winchester,CA,Riverside,92596,5626883676,,6.274193,20.12477,FMP18131,EPA 2023
"Ogb Partners, LLC",Wineries,312130,35820 Rancho Cal Rd,Temecula,CA,Riverside,92591,9514916551,www.montedeoro.com,47.088115,151.03735,FMP35473,EPA 2023
"Ogden Wine Co., LLC",Wineries,312130,6641 Yount St,Yountville,CA,Napa,94599,,,2.6765265,8.585085000000001,FMP12528,EPA 2023
O'Gilvie Chocolatier LLC,Chocolate and Confectionery Manufacturing from Cacao Beans,311351,45627 Pheasant Pl,Temecula,CA,Riverside,92592,,,2.891309,9.27401,FMP13135,EPA 2023
"OH My Spice, LLC",All Other Miscellaneous Food Manufacturing,311999,37700 Calle De Lobo,Murrieta,CA,Riverside,92562,,www.oh-my-spice.com,9.55802,30.6578,FMP21264,EPA 2023
Ohana Cupcakes,Commercial Bakeries,311812,5105 Rancho Verde Trl,San Diego,CA,San Diego,92130,8589225409,,6.8693565,22.033785,FMP18649,EPA 2023
Ohana Cupcakes,Commercial Bakeries,311812,14126 Caminito Vistana,San Diego,CA,San Diego,92130,8587612607,,3.893168,12.487520000000002,FMP15482,EPA 2023
Ohmybar,Retail Bakeries,311811,427 E 17th St,Costa Mesa,CA,Orange,92627,8184697768,,2.502766,8.027740000000001,FMP11862,EPA 2023
Ojai Jelly Green Clover Creations,Fruit and Vegetable Canning,311421,2233 Las Canoas Rd,Santa Barbara,CA,Santa Barbara,93105,8056801901,www.ojaijalapenojelly.com,1.6789075,5.385175,FMP7955,EPA 2023
"Ojai Natural Foods, Inc.",All Other Miscellaneous Food Manufacturing,311999,301 N Encinal Ave,Ojai,CA,Ventura,93023,8057987864,www.bukfoods.com,67.2673085,215.763065,FMP36284,EPA 2023
Okell Hill Vineyards,Wineries,312130,35 Quail Ridge Dr,NAPA,CA,Napa,94558,5102073358,,2.884684,9.25276,FMP13095,EPA 2023
"Old 44 Vintners, LLC",Wineries,312130,23088 Old 44 Dr,Palo Cedro,CA,Shasta,96073,,,2.198652,7.0522800000000005,FMP10501,EPA 2023
"Old California Sourdough Pizza Crust & Mining Co., LLC",All Other Miscellaneous Food Manufacturing,311999,25613 Dollar St Ste 14,Hayward,CA,Alameda,94544,5108862555,,22.9755,73.69500000000001,FMP31538,EPA 2023
Old Country Bakery,Retail Bakeries,311811,2880 Seaborg Ave,Ventura,CA,Ventura,93003,8056586681,,1.1801775,3.7854750000000004,FMP5324,EPA 2023
"Old County Cellars, LLC",Wineries,312130,3751 Hamilton Way,Emerald Hills,CA,San Mateo,94062,4084256066,,2.2002685,7.0574650000000005,FMP10532,EPA 2023
Old Danish Fudge Kitchen,Confectionery Manufacturing from Purchased Chocolate,311352,6025 Paseo Palmilla,Goleta,CA,Santa Barbara,93117,8058861672,www.solvangfudge.com,2.3566185,7.558965000000001,FMP11205,EPA 2023
Old Harbor Distilling Company,Distilleries,312140,640 Fairway Dr,Redlands,CA,San Bernardino,92373,,,1.449497,4.64933,FMP6178,EPA 2023
Old Julian Vineyards & Winery LLC,Wineries,312130,16478 Open View Rd,Ramona,CA,San Diego,92065,,,15.1133475,48.476775,FMP26135,EPA 2023
"Old Oak Vineyard, Inc.",Wineries,312130,1250 Oakmead Pkwy Ste 210,Sunnyvale,CA,Santa Clara,94085,4085018892,,27.810955,89.20495000000001,FMP33109,EPA 2023
Old Sugar Mill,Wineries,312130,816 22nd St APT 2,Sacramento,CA,Sacramento,95816,9162610412,www.oldsugarmill.com,2.1667195,6.949855,FMP10349,EPA 2023
Old Survey Vineyards and Winery,Wineries,312130,16850 Old Survey Rd,Escondido,CA,San Diego,92025,7607980087,www.oldsurveyvineyards.com,15.1133475,48.476775,FMP26136,EPA 2023
Old Time Noodle,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",311824,2825 S Diamond Bar Blvd,Diamond Bar,CA,Los Angeles,91765,9095989688,,9.2573775,29.693475000000003,FMP20938,EPA 2023
Old Town Bakery,Retail Bakeries,311811,302 N Main St,Yreka,CA,Siskiyou,96097,5306438029,,21.2132765,68.042585,FMP30629,EPA 2023
Old Town Bakery,Retail Bakeries,311811,352 1/2 Pine St,Yreka,CA,Siskiyou,96097,5309050337,,21.2132765,68.042585,FMP30630,EPA 2023
Old Town Baking Compnay,Retail Bakeries,311811,999 S E St,San Bernardino,CA,San Bernardino,92408,,www.oldtownbakingco.com,35.019856,112.32784000000001,FMP34429,EPA 2023
Old Town Brew,Breweries,312120,338 W Tefft St Ste B,Nipomo,CA,San Luis Obispo,93444,8057235555,,2.2002685,7.0574650000000005,FMP10530,EPA 2023
Old Trestle Distillery LLC,Distilleries,312140,10434 River Park Pl Ste 6,Truckee,CA,Nevada,96161,4156906605,www.oldtrestle.com,4.3094565000000005,13.822785000000001,FMP16149,EPA 2023
"Old Vine Wine Partners, LLC",Wineries,312130,5584 Silverado Trl,NAPA,CA,Napa,94558,,,3.055556,9.80084,FMP13639,EPA 2023
Old World Spirits LLC,Distilleries,312140,121 Industrial Way Ste 4,Belmont,CA,San Mateo,94002,6506229222,www.oldworldspirits.com,27.57961,88.4629,FMP33042,EPA 2023
Olenik Vineyards,Wineries,312130,5045 Camino San Fermin # 158,San Diego,CA,San Diego,92130,,www.olenikvineyards.com,18.891691,60.59599000000001,FMP29159,EPA 2023
Olica,Fats and Oils Refining and Blending,311225,7885 State Highway 16,Brooks,CA,Yolo,95606,7074800551,www.olicaproducts.com,3.675179,11.788310000000001,FMP15093,EPA 2023
Olive Amphora-Berkeley Oil Works,Fats and Oils Refining and Blending,311225,2928 Domingo Ave,Berkeley,CA,Alameda,94705,5107049300,www.amphoranueva.com,40.6628985,130.428165,FMP35053,EPA 2023
Olive Bari Oil Company,Fats and Oils Refining and Blending,311225,40063 Road 56,Dinuba,CA,Tulare,93618,5595959260,www.barioliveoil.com,13.25,42.5,FMP24472,EPA 2023
Olive Calistoga Oil Co,Fats and Oils Refining and Blending,311225,4210 Saint Helena Hwy,Calistoga,CA,Napa,94515,7072604490,www.santaynezwineclub.com,5.9932135,19.223515000000003,FMP17917,EPA 2023
Olive Cirolini Oil Co,Fats and Oils Refining and Blending,311225,256 Del Medio Ave,Mountain View,CA,Santa Clara,94040,6509478575,www.cirolinioliveoilco.com,5.111479,16.395310000000002,FMP17122,EPA 2023
Olive Copperopolis Oil Company,Fats and Oils Refining and Blending,311225,621 McCarty St,Copperopolis,CA,Calaveras,95228,2097852516,www.copperopolisoliveoilcompany.com,9.7611955,31.309495000000002,FMP21413,EPA 2023
Olive Diva,Fats and Oils Refining and Blending,311225,1172 San Marcos Rd,Paso Robles,CA,San Luis Obispo,93446,8054673331,www.rabbitridgewinery.com,2.98284,9.5676,FMP13455,EPA 2023
Olive Epicurean Oils,Fats and Oils Refining and Blending,311225,97 E Daily Dr,Camarillo,CA,Ventura,93010,8053836489,www.epicureanoliveoils.com,6.69072,21.460800000000003,FMP18467,EPA 2023
Olive Ferrari Oil LLC,Fats and Oils Refining and Blending,311225,5955 Olivera Canyon Rd,Santa Maria,CA,Santa Barbara,93454,,,2.4215965,7.767385000000001,FMP11535,EPA 2023
Olive Figone Oil Co,Fats and Oils Refining and Blending,311225,483 1st St W,Sonoma,CA,Sonoma,95476,7072449148,www.figoneoliveoil.com,15.734375,50.46875000000001,FMP26676,EPA 2023
Olive Genco Oil Inc,Fats and Oils Refining and Blending,311225,5309 Medina Rd,Woodland Hills,CA,Los Angeles,91364,8186218303,,5.936636,19.04204,FMP17881,EPA 2023
Olive Groves McCauley,Fats and Oils Refining and Blending,311225,380 W Country Club Dr G,Brentwood,CA,Contra Costa,94513,9257546457,www.mccauleyolivegroves.com,1.665843,5.34327,FMP7908,EPA 2023
Olive Humble Oils LLC,Fats and Oils Refining and Blending,311225,2922 State St,Carlsbad,CA,San Diego,92008,7607172939,www.humbleoliveoils.com,11.0648895,35.491155,FMP22500,EPA 2023
Olive Jamestown Oil Co,Fats and Oils Refining and Blending,311225,18204 Main St,Jamestown,CA,Tuolumne,95327,2099841215,www.jamestownoliveoil.com,2.249532,7.21548,FMP10733,EPA 2023
Olive Legacy Company,Fats and Oils Refining and Blending,311225,77955 Hog Canyon Rd,San Miguel,CA,San Luis Obispo,93451,,www.legacyolivecompany.com,4.4780495,14.363555000000002,FMP16393,EPA 2023
Olive Lykovouno Oil Co,Fats and Oils Refining and Blending,311225,1350 Yosemite Ave,San Francisco,CA,San Francisco,94124,4158228921,www.lykovouno.com,7.4465,23.885,FMP19271,EPA 2023
Olive Musco Products Inc,Fruit and Vegetable Canning,311421,17950 Via Nicolo,Tracy,CA,San Joaquin,95377,2098364600,www.olives.com,2079.5816965,6670.356385,FMP39009,EPA 2023
Olive Oak Ranch,Fats and Oils Refining and Blending,311225,3359 Dry Creek Rd,Ione,CA,Amador,95640,2092746167,www.oliveoakranch.com,3.213231,10.30659,FMP14088,EPA 2023
Olive Oakville Oil Company,Fats and Oils Refining and Blending,311225,84 Eucalyptus Rd,Berkeley,CA,Alameda,94705,4157227562,,2.4215965,7.767385000000001,FMP11542,EPA 2023
Olive Oil - Mediterranean Grill,Fats and Oils Refining and Blending,311225,14141 Jeffrey Rd,Irvine,CA,Orange,92620,9499887554,www.oliveoilgrill.com,16.162986,51.843540000000004,FMP27106,EPA 2023
Olive Oil Comm of California,Fats and Oils Refining and Blending,311225,1521 I St,Sacramento,CA,Sacramento,95814,9164411581,www.oliveoilcommission.org,2.4215965,7.767385000000001,FMP11513,EPA 2023
Olive Oil of Wight,Fats and Oils Refining and Blending,311225,5605 Prancing Deer Pl,Paso Robles,CA,San Luis Obispo,93446,,,2.4215965,7.767385000000001,FMP11534,EPA 2023
Olive Oil Pantry LLC,Fats and Oils Refining and Blending,311225,358 Tannehill Dr,Manteca,CA,San Joaquin,95337,,,2.4215965,7.767385000000001,FMP11526,EPA 2023
Olive Pasolivo Oil,Fats and Oils Refining and Blending,311225,8530 Vineyard Dr,Paso Robles,CA,San Luis Obispo,93446,8052270186,www.pasolivo.com,23.561468,75.57452,FMP31714,EPA 2023
Olive Ramona Oils Company,Fats and Oils Refining and Blending,311225,16988 Sky Valley Dr,Ramona,CA,San Diego,92065,7607882446,,13.277878,42.589420000000004,FMP24521,EPA 2023
Olive Strictly Oil LLC,Fats and Oils Refining and Blending,311225,14276 Wicks Blvd,San Leandro,CA,Alameda,94577,5103515201,www.strictlyoliveoil.com,20.331436,65.21404000000001,FMP30156,EPA 2023
Olive Templeton Oil LLC,Fats and Oils Refining and Blending,311225,6710 El Pomar Dr,Templeton,CA,San Luis Obispo,93465,8057045090,www.templetonoliveoil.com,23.561468,75.57452,FMP31713,EPA 2023
Olivedipity,Fats and Oils Refining and Blending,311225,40463 Wgasa Pl,Temecula,CA,Riverside,92591,8582124934,www.olivedipity.com,9.296359,29.818510000000003,FMP20994,EPA 2023
"Olivera Egg Ranch, LLC",All Other Miscellaneous Food Manufacturing,311999,3315 Sierra Rd,San Jose,CA,Santa Clara,95132,4082588074,www.oliveraeggranch.com,234.4170125,751.903625,FMP37826,EPA 2023
Olivier Olive Oil Products Inc,Fats and Oils Refining and Blending,311225,1020 Vintage Ave,Saint Helena,CA,Napa,94574,7079678500,www.oliviernapavalley.com,20.0634415,64.35443500000001,FMP30042,EPA 2023
"Olivina, LLC",Fats and Oils Refining and Blending,311225,4555 Arroyo Rd,Livermore,CA,Alameda,94550,9254558710,www.theolivina.com,54.2172245,173.90430500000002,FMP35831,EPA 2023
"Olli Salumeria Americana, LLC",Animal (except Poultry) Slaughtering,311611,1301 Rocky Point Dr,Oceanside,CA,San Diego,92056,8044277866,www.olli.com,7.2234495,23.169555000000003,FMP19020,EPA 2023
Olokoi,Fruit and Vegetable Canning,311421,320 Costa Mesa St,Costa Mesa,CA,Orange,92627,,,10.530623,33.77747,FMP22016,EPA 2023
Omar Gonzalez Baking Inc,Retail Bakeries,311811,2240 Delany Dr,San Ysidro,CA,San Diego,92173,6199173373,,19.958634,64.01826,FMP29981,EPA 2023
O'Meara Bros. Brewing Company LLC,Breweries,312120,901 Bevins St,Lakeport,CA,Lake,95453,7072172484,www.omearabros.com,5.802122,18.610580000000002,FMP17763,EPA 2023
"Omega 3 Walnuts, Inc.",Dried and Dehydrated Food Manufacturing,311423,234 Mill Creek Dr,Chico,CA,Butte,95973,5303459412,,3.406045,10.92505,FMP14527,EPA 2023
Omega Road Winery,Wineries,312130,2135 S Vasco Rd Ste C,Livermore,CA,Alameda,94550,9255860157,www.omegaroadwinery.com,3.5563795000000002,11.407255000000001,FMP14865,EPA 2023
"Omnilife Usa, Inc.",All Other Miscellaneous Food Manufacturing,311999,4541 Philadelphia St C102,Chino,CA,San Bernardino,91710,9093641078,www.portal.omnilife.com,,,FMP41611,EPA 2023
"Omnilife Usa, Inc.",All Other Miscellaneous Food Manufacturing,311999,3426 Garfield Ave,Commerce,CA,Los Angeles,90040,3237209046,www.portal.omnilife.com,,,FMP41969,EPA 2023
Omnivore LLC,All Other Miscellaneous Food Manufacturing,311999,47 Juniper St,San Francisco,CA,San Francisco,94103,4158307635,www.omnivore.us,58.0577105,186.222845,FMP35979,EPA 2023
On Your Left Wine Co.,Wineries,312130,28791 Appletree,Mission Viejo,CA,Orange,92692,,www.onyourleftwine.com,1.315248,4.21872,FMP5756,EPA 2023
Once Upon A Cookie,Retail Bakeries,311811,7495 Oakland Rd Spc 43,La Mesa,CA,San Diego,91942,6194692337,,0.9352115,2.9997350000000003,FMP3779,EPA 2023
Once Upon A Dream,Retail Bakeries,311811,19540 Ventura Blvd,Tarzana,CA,Los Angeles,91356,8183451234,,2.407631,7.72259,FMP11441,EPA 2023
One Byte Bakery Dis,Retail Bakeries,311811,663 S Rancho Santa Fe Rd,San Marcos,CA,San Diego,92078,7607368468,,2.407313,7.721570000000001,FMP11436,EPA 2023
"One Byte Bakery Distributing, LLC",Retail Bakeries,311811,1828 Windriver St,San Marcos,CA,San Diego,92078,,,14.9689755,48.013695000000006,FMP26005,EPA 2023
"One Hong, Inc.",Retail Bakeries,311811,3250 W Olympic Blvd Ste 2,Los Angeles,CA,Los Angeles,90006,3237300868,,14.262724,45.748360000000005,FMP25345,EPA 2023
One of A Kind Cupcakes,Commercial Bakeries,311812,10243 Norwick St,Rancho Cucamonga,CA,San Bernardino,91730,9099214572,,15.9180995,51.058055,FMP26853,EPA 2023
"One Perfect Line, LLC",Coffee and Tea Manufacturing,311920,1451 N Rice Ave Ste C,Oxnard,CA,Ventura,93030,8889741333,www.ferndellcoffee.com,45.05,144.5,FMP35339,EPA 2023
One Smart Cookie Co,Retail Bakeries,311811,1256 E Main St APT 1,Ventura,CA,Ventura,93001,8057017418,www.onesmartcookieco.com,0.8867430000000001,2.8442700000000003,FMP951,EPA 2023
