name,naics_description,naics_code,address,city,state,county,zip,phone,website,excess_food_low,excess_food_high,unique_id,data_source,latitude,longitude,geocode_status
"Larcon Foods International, Inc.",Specialty Canning,311422,120 S Anderson St,Los Angeles,CA,Los Angeles,90033,,,15.977433,51.24837,FMP26929,EPA 2023,34.047051280875,-118.226705974045,success
Larder Baking Company,Retail Bakeries,311811,8990 National Blvd,Los Angeles,CA,Los Angeles,90034,3108393224,www.larderbakingco.com,15.404079,49.409310000000005,FMP26377,EPA 2023,34.030809157723,-118.390278628522,success
"Larder Baking Company, Inc.",Retail Bakeries,311811,8474 Melrose Ave,West Hollywood,CA,Los Angeles,90069,,,21.6005475,69.28477500000001,FMP30833,EPA 2023,34.083026575815,-118.374120350218,success
Lareyna Bakery,Retail Bakeries,311811,709 W Hueneme Rd,Oxnard,CA,Ventura,93033,8052719997,,4.703379,15.086310000000001,FMP16669,EPA 2023,34.147517456795,-119.1847765065,success
Larios Baking Inc.,Commercial Bakeries,311812,7829 Sancola Ave,Sun Valley,CA,Los Angeles,91352,8183949888,,15.4289625,49.489125,FMP26499,EPA 2023,34.212909104916,-118.354248620507,success
Lark Ellen Farm,Breakfast Cereal Manufacturing,311230,420 Bryant Cir Ste B,Ojai,CA,Ventura,93023,8052728448,www.larkellenfarm.com,26.5,85,FMP32733,EPA 2023,34.44297584777,-119.239450043048,success
"Larkin Wines, Inc.",Wineries,312130,2820 Saint Helena Hwy N,Saint Helena,CA,Napa,94574,7079449105,www.larkinwines.com,5.51518,17.6902,FMP17527,EPA 2023,38.518292508581,-122.489077943765,success
Larner Vineyard & Winery Tasting Room,Wineries,312130,2900 Grand Ave,Los Olivos,CA,Santa Barbara,93441,8056888148,www.larnerwine.com,22.33738,71.6482,FMP31212,EPA 2023,34.665558604344,-120.114938240687,success
Larry and Joanna Baker,Retail Bakeries,311811,9036 Elk Grove Blvd,Elk Grove,CA,Sacramento,95624,,,14.3513135,46.032515000000004,FMP25418,EPA 2023,38.408949629075,-121.365414433051,success
Larue Wines,Wineries,312130,21692 8th St E Ste 300,Sonoma,CA,Sonoma,95476,7079338355,www.laruewines.com,27.4648385,88.09476500000001,FMP32985,EPA 2023,38.259427064045,-122.440474626172,success
Las Alamitos Donuts,Commercial Bakeries,311812,10531 Los Alamitos Blvd,Los Alamitos,CA,Orange,90720,5624301335,,5.640631,18.09259,FMP17637,EPA 2023,33.809872299639,-118.071979318491,success
Las Cuatros Milpas,Commercial Bakeries,311812,856 N Mount Vernon Ave,San Bernardino,CA,San Bernardino,92411,9098853344,,38.20346,122.53940000000001,FMP34758,EPA 2023,34.115016857325,-117.313906698789,success
Las Curras Bakery,Retail Bakeries,311811,530 S Citrus Ave Ste 7,Azusa,CA,Los Angeles,91702,6269664300,,12.34317,39.591300000000004,FMP23538,EPA 2023,34.113347341592,-117.890144212697,success
Las Delicias,Retail Bakeries,311811,5101 S Figueroa St B,Los Angeles,CA,Los Angeles,90037,2139892085,,18.514755,59.386950000000006,FMP28884,EPA 2023,33.996429856673,-118.282745919045,success
Las Delicias Bakery II,Retail Bakeries,311811,2346 W Pico Blvd,Los Angeles,CA,Los Angeles,90006,2133872087,,2.0695175,6.638075000000001,FMP9892,EPA 2023,34.047216851338,-118.287555022825,success
Las Espuelas,Retail Bakeries,311811,55 E D St Ste A,Lemoore,CA,Kings,93245,5599242814,,4.8434845,15.535705000000002,FMP16830,EPA 2023,36.302382708757,-119.779965164042,success
Las Hijas Del Gallo,Retail Bakeries,311811,615 Linden Ave,South San Francisco,CA,San Mateo,94080,6505894329,www.southsanfranciscocupcakes.com,18.9443465,60.76488500000001,FMP29250,EPA 2023,37.658603496257,-122.408997228394,success
"Las Hijas Del Gallo Bakery, Inc.",Retail Bakeries,311811,463 Baden Ave,South San Francisco,CA,San Mateo,94080,,,18.9443465,60.76488500000001,FMP29247,EPA 2023,37.655157613179,-122.415063314111,success
Las Lomas Vineyard LLC,Wineries,312130,9425 Mosquito Rd,Placerville,CA,El Dorado,95667,,,11.015361,35.33229,FMP22468,EPA 2023,38.750823499841,-120.779696714803,success
"Las Madres Vineyards, LLC",Wineries,312130,21700 Herschel Rd,Sonoma,CA,Sonoma,95476,7076945889,www.lasmadresvineyards.com,2.9469325,9.452425,FMP13357,EPA 2023,38.256716096146,-122.415270380561,success
"Lassen Traditional Cider, LLC",Wineries,312130,26 Bellarmine CT,Chico,CA,Butte,95928,5305930555,www.lassencider.com,3.7239125,11.944625,FMP15208,EPA 2023,39.713066546261,-121.820081316321,success
Lasseter Family Winery LLC,Wineries,312130,1 Vintage Ln,Glen Ellen,CA,Sonoma,95442,7079332800,www.lasseterfamilywinery.com,55.803647,178.99283000000003,FMP35910,EPA 2023,38.38365820093,-122.524083258299,success
Latino Vintners Unidos Wines LLC,Wineries,312130,68 Coombs St Ste A-8,NAPA,CA,Napa,94559,,,1.6530965,5.302385,FMP7772,EPA 2023,38.287113086443,-122.287071159054,success
Latropican Fruits Juices,"Frozen Fruit, Juice, and Vegetable Manufacturing",311411,800 N Hacienda Blvd,La Puente,CA,Los Angeles,91744,,,12.7819305,40.998645,FMP23970,EPA 2023,34.033553573388,-117.950469412893,success
"L'Attitude Vineyards, LLC",Wineries,312130,5225 Solano Ave,NAPA,CA,Napa,94558,,,39.6131275,127.06097500000001,FMP34920,EPA 2023,38.364036732289,-122.337898360795,success
Laughinghouse Vintners,Wineries,312130,4655 Quigg Dr,Santa Rosa,CA,Sonoma,95409,9176571834,,27.4648385,88.09476500000001,FMP33001,EPA 2023,38.460891996589,-122.669133762762,success
"Laura's Original Boston Brownies, Inc.",Commercial Bakeries,311812,1022 W Morena Blvd,San Diego,CA,San Diego,92110,6198553258,www.bhufoods.com,44.724315,143.45535,FMP35310,EPA 2023,32.767371254742,-117.199642341691,success
Laurent Culinary Service,Perishable Prepared Food Manufacturing,311991,1945 Francisco Blvd E # 44,San Rafael,CA,Marin,94901,4154851122,www.jessieetlaurent.com,41.670667,133.66063,FMP35137,EPA 2023,37.946843646394,-122.48828562081,success
Lavash Corporation of America,Commercial Bakeries,311812,2835 Newell St,Los Angeles,CA,Los Angeles,90039,3236635249,,113.471198,363.96422,FMP37080,EPA 2023,34.101854650266,-118.243615709597,success
"Lavender Hill Vineyards, LLC",Wineries,312130,4805 Chemise Rd,Healdsburg,CA,Sonoma,95448,7074338989,www.lavenderhillvineyards.com,10.9859195,35.237855,FMP22440,EPA 2023,38.647754064619,-122.948402243609,success
"Lavender Lane Baking Co, LLC",Retail Bakeries,311811,18 Versailles,Newport Coast,CA,Orange,92657,9498875932,,17.445692,55.95788,FMP28121,EPA 2023,33.61328767325,-117.836527816903,success
Law Estate Wines,Wineries,312130,3885 Peachy Canyon Rd,Paso Robles,CA,San Luis Obispo,93446,,www.lawestatewines.com,33.178053,106.42017000000001,FMP34180,EPA 2023,35.626827135819,-120.765377172172,success
Lazy Dog Chocolateria,Chocolate and Confectionery Manufacturing from Cacao Beans,311351,111 Mill St,Grass Valley,CA,Nevada,95945,5302740774,,16.8525955,54.055495,FMP27712,EPA 2023,39.218137129318,-121.062890861694,success
"Lb Beadel's, LLC",Nonchocolate Confectionery Manufacturing,311340,70 Atlantic Ave,Long Beach,CA,Los Angeles,90802,5627261700,www.the-breakfast-bar.com,17.9048575,57.430675,FMP28488,EPA 2023,33.76746780246,-118.184958327312,success
"Lbv Imports, LLC",Wineries,312130,852 Northport Dr Ste 104,West Sacramento,CA,Yolo,95691,9164424948,,0.6565905,2.106045,FMP188,EPA 2023,38.579362427532,-121.562797176154,success
Lc Wine,Wineries,312130,4101 Big Ranch Rd,NAPA,CA,Napa,94558,7072553400,www.lewiscellars.com,6.272285,20.118650000000002,FMP18130,EPA 2023,38.350396151074,-122.304414841807,success
Le Cheve Bakery and Brews,Retail Bakeries,311811,376 Soscol Ave,NAPA,CA,Napa,94559,7076373581,,13.804645,44.279050000000005,FMP24961,EPA 2023,38.288051813152,-122.27506377992,success
Le Croissant Dore,Retail Bakeries,311811,9122 Bolsa Ave,Westminster,CA,Orange,92683,7148953070,,10.4674205,33.574745,FMP21963,EPA 2023,33.744717261222,-117.970117821356,success
"Le Grand Courtage, LLC",Distilleries,312140,11500 W Olympic Blvd,Los Angeles,CA,Los Angeles,90064,3105030067,,4.2143215000000005,13.517635,FMP16013,EPA 2023,34.036421208692,-118.444089690367,success
Le Marais Bakery,Retail Bakeries,311811,498 Sanchez St,San Francisco,CA,San Francisco,94114,,,31.4169425,100.771325,FMP33847,EPA 2023,37.761203877101,-122.430651010202,success
"Le Melange Vineyards & Winery, Inc.",Wineries,312130,6700 Balfour Rd,Brentwood,CA,Contra Costa,94513,9252409463,www.hnvwines.com,14.830566000000001,47.56974,FMP25809,EPA 2023,37.92549669189,-121.659457246701,success
Le Mervetty,Retail Bakeries,311811,319 N Canon Dr,Beverly Hills,CA,Los Angeles,90210,3108049409,www.lemervetty.com,12.34317,39.591300000000004,FMP23526,EPA 2023,34.069461383538,-118.399814142481,success
Le Mulet Rouge Champagnes/Le Mulet Rouge Sparkling,Wineries,312130,16915 Red Mule Rd,Fiddletown,CA,Amador,95629,,www.muletrouge.com,10.728207,34.41123,FMP22219,EPA 2023,38.49171769987,-120.70894903973,success
Le Paris Artisan LLC,Retail Bakeries,311811,3921 Broadway St,American Canyon,CA,Napa,94503,,,2.0943215,6.7176350000000005,FMP10025,EPA 2023,38.177349290267,-122.254616791497,success
Le Vigne Di San Domenico,Wineries,312130,5115 Buena Vista Dr,Paso Robles,CA,San Luis Obispo,93446,8052274000,www.levignewinery.com,9.457426,30.335140000000003,FMP21187,EPA 2023,35.673864195877,-120.657369867988,success
Le Yogourt,Fluid Milk Manufacturing,311511,14006 Beach Blvd,Westminster,CA,Orange,92683,9493022216,,3.172103,10.17467,FMP13909,EPA 2023,33.759116427585,-117.989482462768,success
"Leaf and Vine, LLC",Wineries,312130,1884 McSween Ln,Petaluma,CA,Sonoma,94954,7072251895,www.coalitionwines.com,27.4648385,88.09476500000001,FMP32982,EPA 2023,38.279505077338,-122.654467750474,success
Leashless Brewing,Breweries,312120,585 E Thompson Blvd,Ventura,CA,Ventura,93001,8055749272,www.venturarocks.com,24.8080545,79.57300500000001,FMP32136,EPA 2023,34.278323900995,-119.29181241962,success
Ledson Winery,Wineries,312130,740 4th St,Santa Rosa,CA,Sonoma,95404,7075258931,www.ledson.com,2.420298,7.7632200000000005,FMP11500,EPA 2023,38.441465719802,-122.711647410315,success
Lee & Novy A Partnership,Wineries,312130,980 Airway CT Ste C,Santa Rosa,CA,Sonoma,95403,7075783882,www.siduri.com,38.450758,123.33262,FMP34786,EPA 2023,38.474487019109,-122.73776820738,success
"Lee Baker, Inc.",Retail Bakeries,311811,6404 Rosemead Blvd,San Gabriel,CA,Los Angeles,91775,,,18.514755,59.386950000000006,FMP28892,EPA 2023,34.113735845412,-118.073501438171,success
LEElee& Bea Bakeshop,Retail Bakeries,311811,7345 Leescott Ave,Lake Balboa,CA,Los Angeles,91406,8053905991,,2.2955360000000002,7.363040000000001,FMP10946,EPA 2023,34.203697566788,-118.5042270337,success
Leer Vineyards LLC,Wineries,312130,3501 Byer Rd,Byron,CA,Contra Costa,94514,9253087963,www.leervineyards.com,20.6273085,66.163065,FMP30334,EPA 2023,37.874725285525,-121.631036572098,success
Lee's Collection Inc.,Distilleries,312140,2213 Edwards Ave,South El Monte,CA,Los Angeles,91733,6262791717,www.leescollection.com,17.4925705,56.108245000000004,FMP28194,EPA 2023,34.053769717727,-118.049173617924,success
Lee's Noodle Company,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",311824,721 Monterey Pass Rd,Monterey Park,CA,Los Angeles,91754,3239810888,www.leesnoodle.com,11.953196,38.34044,FMP23206,EPA 2023,34.053043076605,-118.151425047899,success
Left Bend Winery,Wineries,312130,346 N Santa Cruz Ave,Los Gatos,CA,Santa Clara,95030,4085029280,www.leftbend.com,19.8649565,63.717785000000006,FMP29891,EPA 2023,37.228272962851,-121.981158950874,success
Left Coast Brewing Company,Breweries,312120,1245 Puerta Del Sol,San Clemente,CA,Orange,92673,9492183961,www.leftcoastbrewing.com,37.1,119.00000000000001,FMP34649,EPA 2023,33.457679276285,-117.589757523988,success
Legacy Baking Company L.L.C.,Retail Bakeries,311811,617 S Phillips St,Hanford,CA,Kings,93230,,,0.8867430000000001,2.8442700000000003,FMP3051,EPA 2023,36.318467955488,-119.648451823822,success
Legacy Cellars Inc.,Wineries,312130,37925 6th St E Ste 402,Palmdale,CA,Los Angeles,93550,6618392012,www.legacycellars.com,11.162065,35.80285,FMP22602,EPA 2023,34.571133205974,-118.117956096747,success
Legacy Pointe At Wilson Family Vineyard,Wineries,312130,3074 S El Pomar Rd,Templeton,CA,San Luis Obispo,93465,,www.wilsonfamilyvineyard.com,15.946587000000001,51.14943,FMP26893,EPA 2023,35.563090299262,-120.645045549546,success
Legendary Baking,Commercial Bakeries,311812,3102 W Adams St,Santa Ana,CA,Orange,92704,,,20.934841,67.14949,FMP30467,EPA 2023,33.711005538703,-117.910342206941,success
Legion of Spice,Spice and Extract Manufacturing,311942,1224 Juliet CT,Concord,CA,Contra Costa,94521,9253329229,,0.265,0.8500000000000001,FMP57,EPA 2023,37.958348081896,-122.002104219361,success
Leguens Bakery,Retail Bakeries,311811,32122 Paseo Adelanto 5b,San Juan Capistrano,CA,Orange,92675,9494430311,,2.525079,8.099310000000001,FMP11969,EPA 2023,33.497378085727,-117.665389207733,success
"Leilani Desserts, LLC",Retail Bakeries,311811,5175 Princess Anne Rd,La Canada,CA,Los Angeles,91011,,,2.7689055000000002,8.881395000000001,FMP12780,EPA 2023,34.218094817544,-118.198812580787,success
Lemieux Family Winery LLC,Wineries,312130,1580 Clydesdale Cir,Westlake Village,CA,Ventura,91362,,,19.8464595,63.658455000000004,FMP29872,EPA 2023,34.192432122866,-118.819996864763,success
Lemieux Family Winery LLC,Wineries,312130,2885 See Canyon Rd,San Luis Obispo,CA,San Luis Obispo,93405,,,2.1524625,6.9041250000000005,FMP10268,EPA 2023,35.223641326221,-120.732445194426,success
"Lencioni Enterprises, LLC",Wineries,312130,1333 Montrose Pl,Pleasanton,CA,Alameda,94566,,www.mianipote.com,3.485704,11.180560000000002,FMP14733,EPA 2023,37.654901435299,-121.825995433205,success
Leo Parum Wine LLC,Wineries,312130,471 Cedar Hill Dr,San Rafael,CA,Marin,94903,,,22.1012385,70.890765,FMP31072,EPA 2023,38.025772340662,-122.550722021943,success
Leobardo's Bakery,Retail Bakeries,311811,11841 Beach Blvd,Stanton,CA,Orange,90680,7148924230,,6.9782715,22.383135000000003,FMP18766,EPA 2023,33.791526013428,-117.993146802876,success
Leonese Cellars LLC,Wineries,312130,27470 Jefferson Ave,Temecula,CA,Riverside,92590,9512528955,,20.428267,65.52463,FMP30216,EPA 2023,33.51962121278,-117.16374413136,success
Leonhardt Vineyards,Wineries,312130,1531 6th St,Santa Monica,CA,Los Angeles,90401,3103102534,www.leonhardtvineyards.com,33.486195,107.40855,FMP34218,EPA 2023,34.016413618504,-118.491358172813,success
"Lepe Cellars, LLC",Wineries,312130,638 La Mesa Dr,Salinas,CA,Monterey,93901,8312409837,www.lepecellars.com,3.816636,12.242040000000001,FMP15370,EPA 2023,36.652806537637,-121.645545520387,success
Leprino Foods Company,Cheese Manufacturing,311513,2401 N Macarthur Dr,Tracy,CA,San Joaquin,95376,2098358340,www.leprinofoods.com,,,FMP40591,EPA 2023,37.75463817512,-121.414748541641,success
Les Caves Roties De Pente,Wineries,312130,279 Bannon Ln,Penngrove,CA,Sonoma,94951,7074905229,www.theroastedslope.com,3.4638945,11.110605000000001,FMP14692,EPA 2023,38.296639510933,-122.659767868553,success
Lester Family Cellars LLC,Wineries,312130,242 Nieto Ave,Long Beach,CA,Los Angeles,90803,2132158871,www.lesterfc.com,16.09345,51.62050000000001,FMP27040,EPA 2023,33.762041676797,-118.134063921445,success
Let It Bee Juice,Fruit and Vegetable Canning,311421,2000 Gravenstein Hwy N # 106,Sebastopol,CA,Sonoma,95472,7078619335,www.letitbeejuice.com,3.226852,10.350280000000001,FMP14127,EPA 2023,38.425695988885,-122.848346515668,success
"Leto Cellars, Inc.",Wineries,312130,759 Technology Way,NAPA,CA,Napa,94558,7074804814,www.letocellars.com,4.4240955,14.190495,FMP16319,EPA 2023,38.225139808798,-122.26702271191,success
"Lette, Inc.",Retail Bakeries,311811,333 S Alameda St,Los Angeles,CA,Los Angeles,90013,,www.lettemacarons.com,2.7108440000000003,8.695160000000001,FMP40680,EPA 2023,34.044775699134,-118.238119472402,success
"Lette, Inc.",Retail Bakeries,311811,14 S Fair Oaks Ave,Pasadena,CA,Los Angeles,91105,,www.eesomeusa.com,,,FMP40488,EPA 2023,34.145425339621,-118.150393090703,success
"Lette, Inc.",Retail Bakeries,311811,122 N Larchmont Blvd,Los Angeles,CA,Los Angeles,90004,3234498793,www.eesomeusa.com,,,FMP12607,EPA 2023,34.073421910327,-118.323460316329,success
"Lettner/Schmid, Inc.",Retail Bakeries,311811,1100 S Coast Hwy Ste 116,Laguna Beach,CA,Orange,92651,9494974594,www.heidelbergcafe.com,10.694022,34.30158,FMP22196,EPA 2023,33.534166240371,-117.776854136227,success
Levi Simon,Wineries,312130,7615 Othello Ave,San Diego,CA,San Diego,92111,,,1.808731,5.80159,FMP8561,EPA 2023,32.817033966789,-117.158322433583,success
Levi Simon Co,Wineries,312130,5050 Murphy Canyon Rd,San Diego,CA,San Diego,92123,8585760511,,22.6700345,72.71520500000001,FMP31388,EPA 2023,32.830147605726,-117.120200186118,success
"Levy & McClellan, LLC",Wineries,312130,1881 Howell Mountain Rd,Saint Helena,CA,Napa,94574,7079632318,www.levymcclellan.com,14.881499,47.73311,FMP25891,EPA 2023,38.512612167019,-122.443527785435,success
Levy Hernandezsuper Pan Bakery,Retail Bakeries,311811,4951 S Central Ave,Los Angeles,CA,Los Angeles,90011,3236818998,,15.4289625,49.489125,FMP26476,EPA 2023,33.998170266409,-118.256528924909,success
Lewellen Lucas Vineyards,Wineries,312130,95 Los Padres Way,Buellton,CA,Santa Barbara,93427,8058954028,www.llwine.com,31.910558,102.35462000000001,FMP33957,EPA 2023,34.626415858864,-120.187389678839,success
"Lewis & Thomas Sweetness, LLC",Retail Bakeries,311811,8401 Van Nuys Blvd,Panorama City,CA,Los Angeles,91402,9517129043,,1.298288,4.16432,FMP5709,EPA 2023,34.223158921813,-118.448841056719,success
Lewis Family Partnership,Retail Bakeries,311811,11714 Crescenda St,Los Angeles,CA,Los Angeles,90049,,,18.514755,59.386950000000006,FMP28838,EPA 2023,34.067975714847,-118.472652013894,success
Lewis Family Partnership L.P.,Retail Bakeries,311811,984 N Ridgeline Rd,Orange,CA,Orange,92869,,,24.42399,78.34110000000001,FMP32009,EPA 2023,33.806305028077,-117.772053089313,success
"Lewis Family Ventures, LLC",Retail Bakeries,311811,2750 Huntington Rd,Sacramento,CA,Sacramento,95864,9169720448,,20.0918495,64.445555,FMP30053,EPA 2023,38.571119459194,-121.396849391818,success
Lewis Johnson,Fats and Oils Refining and Blending,311225,2950 Louis Ave,Oroville,CA,Butte,95966,5305348320,,5.83,18.700000000000003,FMP17792,EPA 2023,39.424558041983,-121.521764462424,success
Lex Fletcher,Ice Cream and Frozen Dessert Manufacturing,311520,1160 Grand St,Redwood City,CA,San Mateo,94061,,,21.1498885,67.83926500000001,FMP30572,EPA 2023,37.473430892688,-122.230309728337,success
Lf Wines LLC,Wineries,312130,8508 Trione Cir,Windsor,CA,Sonoma,95492,7072806094,www.landowines.com,6.0579,19.431,FMP17965,EPA 2023,38.537208690373,-122.808781007668,success
"Libby Helms, Inc.",Retail Bakeries,311811,7958 Beverly Blvd,Los Angeles,CA,Los Angeles,90048,3236535929,www.thegoodbeginning.com,15.4289625,49.489125,FMP26500,EPA 2023,34.076041967876,-118.362852202191,success
Liberty Call Distilling,Distilleries,312140,801 Adella Ave,Coronado,CA,San Diego,92118,6198891294,www.libertycall.com,15.1133475,48.476775,FMP26152,EPA 2023,32.686831783462,-117.174218110303,success
Liberty Call Distilling LLC,Distilleries,312140,2739 Via Orange Way # 101,Spring Valley,CA,San Diego,91978,6196301240,www.libertycall.com,1.89475,6.077500000000001,FMP9003,EPA 2023,32.729338220114,-116.9677443624,success
"Liberty Fresh Foods, LLC",All Other Miscellaneous Food Manufacturing,311999,11020 White Rock Rd # 100,Rancho Cordova,CA,Sacramento,95670,9166388825,www.rfgfoods.com,85.1947705,273.266245,FMP36676,EPA 2023,38.589351901358,-121.276387927954,success
Liberty Vegetable Oil Company,Fats and Oils Refining and Blending,311225,15306 Carmenita Rd,Santa Fe Springs,CA,Los Angeles,90670,5629213567,www.libertyvegetableoil.com,240.4434305,771.233645,FMP37852,EPA 2023,33.891429295352,-118.046798854819,success
"Lichen Estate, LLC",Wineries,312130,792 Pordon Ln,Healdsburg,CA,Sonoma,95448,7074784218,www.lichenestate.com,43.943731,140.95159,FMP35272,EPA 2023,38.618656595118,-122.858409633564,success
"Life Is Life, LLC",Creamery Butter Manufacturing,311512,7888 Cherry Ave Ste C,Fontana,CA,San Bernardino,92336,3105847541,,47.8182695,153.379355,FMP35518,EPA 2023,34.110425924019,-117.488669180595,success
Life Is Sweet Bakery,Retail Bakeries,311811,1080 Lake Front Dr # 712,Sacramento,CA,Sacramento,95831,9162710299,www.zoebella.com,14.3513135,46.032515000000004,FMP2537,EPA 2023,38.482809199925,-121.519887514314,success
Life Is Sweet Bakery and Cafe LLC,Retail Bakeries,311811,155 Railroad Ave Ste B,Danville,CA,Contra Costa,94526,9257185818,www.lifeissweetbakeryandcafe.com,28.768877,92.27753000000001,FMP33321,EPA 2023,37.821746717819,-122.001510896503,success
Life Is Sweet Bakeshop,Retail Bakeries,311811,1438 Dorothea Rd,La Habra Heights,CA,Orange,90631,5622170906,,17.445692,55.95788,FMP28115,EPA 2023,33.957620501295,-117.936140705382,success
Lifehouse Baker Sfield Inc,Retail Bakeries,311811,1725 11th Ave,Delano,CA,Kern,93215,6617780700,,1.012618,3.2480200000000004,FMP4460,EPA 2023,35.771926975362,-119.233762063943,success
"Lifestyle Desserts, Inc.",Retail Bakeries,311811,3001 Geary Blvd Ste 201,San Francisco,CA,San Francisco,94118,,,7.7489445,24.855105000000002,FMP19566,EPA 2023,37.781876166977,-122.451172677847,success
Light Healthy Desserts,Retail Bakeries,311811,19 Deerwood E,Irvine,CA,Orange,92604,9496770617,,17.445692,55.95788,FMP28123,EPA 2023,33.688303454992,-117.787489278373,success
Light My Fire,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",311941,6333 W 3rd St Ste 212,Los Angeles,CA,Los Angeles,90036,3239300076,www.hotsaucetogo.com,1.59,5.1000000000000005,FMP6935,EPA 2023,34.071398105835,-118.360111796352,success
Lil' Biggs Bakery. LLC,Retail Bakeries,311811,132 Melrose Ave,Encinitas,CA,San Diego,92024,5125543510,www.lilbiggsbakery.com,1.1604615,3.7222350000000004,FMP5268,EPA 2023,33.051411928964,-117.296541368033,success
"Lil Sugars, LLC",Retail Bakeries,311811,6839 Lonetree Blvd,Rocklin,CA,Placer,95765,,,11.5636195,37.090855000000005,FMP22907,EPA 2023,38.79762538162,-121.291921367149,success
Lilac Patisserie LLC,Retail Bakeries,311811,1017 State St,Santa Barbara,CA,Santa Barbara,93101,8058457400,www.lilacpatisserie.com,6.87198,22.0422,FMP18651,EPA 2023,34.421599016855,-119.702172777801,success
Lile Family Vineyard LLC,Wineries,312130,308 Elbridge Ave,Cloverdale,CA,Sonoma,95425,,,2.9288065,9.394285,FMP13312,EPA 2023,38.783501839404,-123.020488419182,success
"Lilit Bakery, Inc",Retail Bakeries,311811,12001 Victory Blvd,North Hollywood,CA,Los Angeles,91606,8189852662,www.lilitbakerycafe.com,37.02951,118.77390000000001,FMP34638,EPA 2023,34.186732433483,-118.394395540193,success
"Lillian Joy , LLC",Chocolate and Confectionery Manufacturing from Cacao Beans,311351,5242 Miles Ave,Oakland,CA,Alameda,94618,5102393229,www.lillianjoy.com,20.567233,65.97037,FMP30299,EPA 2023,37.839317424122,-122.258172570519,success
Lilly Weingarten,Retail Bakeries,311811,2224 Panorama Ter,Los Angeles,CA,Los Angeles,90039,3236637290,,1.3917005,4.463945000000001,FMP6010,EPA 2023,34.100182777021,-118.269918854409,success
Lily Sweet Inc,Retail Bakeries,311811,20335 Ventura Blvd # 400,Woodland Hills,CA,Los Angeles,91364,,www.lilys.com,30.857925,98.97825,FMP33766,EPA 2023,34.169174910209,-118.575978096533,success
Lin Frank Distillers,Distilleries,312140,2455 Huntington Dr,Fairfield,CA,Solano,94533,7074371092,www.frank-lin.com,260.7409995,836.339055,FMP37934,EPA 2023,38.278547261425,-121.972836624143,success
Lincourt Vineyards,Wineries,312130,200 Concourse Blvd,Santa Rosa,CA,Sonoma,95403,8056888554,www.lincourtwines.com,32.957785,105.71365,FMP34105,EPA 2023,38.511754319703,-122.788416418687,success
Lindas Brittles LLC,Nonchocolate Confectionery Manufacturing,311340,15366 Avenida Rorras,San Diego,CA,San Diego,92128,,www.lindasbrittles.com,2.3530145,7.547405,FMP11191,EPA 2023,32.994801360915,-117.06911631541,success
Linda's Gourmet Latkes Inc.,Commercial Bakeries,311812,16009 Arminta St,Van Nuys,CA,Los Angeles,91406,3104221813,www.lindasgourmetlatkes.com,11.22275,35.9975,FMP22653,EPA 2023,34.21393943551,-118.481723264321,success
"Lindberg-Snider Co, Inc",Spice and Extract Manufacturing,311942,14811 Proctor Ave,City of Industry,CA,Los Angeles,91746,6269686984,www.lindbergsnider.com,22.0408185,70.696965,FMP31052,EPA 2023,34.029496848779,-117.973887015861,success
"Lindley Co., L.L.C.",Wineries,312130,13042 Broadway Ter,Oakland,CA,Alameda,94611,,,26.32881,84.4509,FMP32596,EPA 2023,37.842392974976,-122.214009680223,success
Line Shack Winery,Wineries,312130,2717 Aviation Way Ste 101,Santa Maria,CA,Santa Barbara,93455,8052386970,www.lineshackwine.com,19.1463295,61.412755000000004,FMP29351,EPA 2023,34.911803038277,-120.450198575246,success
Lino Garcia,Wineries,312130,100 Los Padres Way,Buellton,CA,Santa Barbara,93427,8053881995,www.clebwines.com,3.5146685,11.273465000000002,FMP14790,EPA 2023,34.626770650369,-120.188079198884,success
Lioco Winery,Wineries,312130,125 Matheson St,Healdsburg,CA,Sonoma,95448,7073950148,www.liocowine.com,32.957785,105.71365,FMP34098,EPA 2023,38.6106509354,-122.869091167793,success
"Lion Raisins, Inc.",Dried and Dehydrated Food Manufacturing,311423,9500 S De Wolf Ave,Selma,CA,Fresno,93662,5598346677,www.lionraisins.com,2811.712699,9018.70111,FMP39100,EPA 2023,36.599387775715,-119.646378102306,success
Lions Peak Vineyards,Wineries,312130,1659 Copenhagen Dr,Solvang,CA,Santa Barbara,93463,8056935466,www.lionspeakwine.wordpress.com,9.7484225,31.268525000000004,FMP21403,EPA 2023,34.5950165552,-120.139825065274,success
Lipton,Fruit and Vegetable Canning,311421,1400 Waterloo Rd,Stockton,CA,San Joaquin,95205,2094669580,,44.7833305,143.644645,FMP35316,EPA 2023,37.970966742533,-121.269494326319,success
Liquid Gold,Breweries,312120,1040 Hyde St,San Francisco,CA,San Francisco,94109,4156605142,www.liquidgoldsf.com,9.6603895,30.986155000000004,FMP21337,EPA 2023,37.790442515965,-122.417211428211,success
Little Bee Baking LLC,Commercial Bakeries,311812,638 Banks St,San Francisco,CA,San Francisco,94110,4155954744,www.littlebeebakingsf.com,17.453854,55.98406000000001,FMP28148,EPA 2023,37.735402073885,-122.413078336503,success
Little Bluebird Bakery,Retail Bakeries,311811,5332 Curtis St,Fremont,CA,Alameda,94538,5105054818,,0.9941475,3.188775,FMP4406,EPA 2023,37.519883894546,-121.980421231775,success
